[6,18,28,21,5,34,15,7,4,13,17,5,23,20,17,15,20,3,17,18,19,24,15,2,4,19,20,11,12,1,44,1,8,13,4,7,5,12,18,13,4,6,19,9,36,0,10,19,14,7,25,30,9,18,13,28,10,8,40,12,17,15,13,10]
[129,40,116,199,128,28,133,164,147,86,206,157,178,99,67,169,242,496,237,51,180,154,99,92,330,21,30,277,187,65,121,250,84,40,47,139,33,43,533,31,245,101,61,86,49,147,120,53,244,128,240,4,103,83,140,176,50,117,89,46,70,119,64,37]
[15,59,45,120,94,82,56,30,230,68,33,28,64,239,83,6,247,116,123,173,137,100,238,85,148,251,73,59,135,144,184,117,53,265,39,62,25,179,8,68,31,146,42,64,59,207,72,107,191,83,337,133,74,6,179,127,234,130,86,216,211,144,309,42]
[43,36,79,237,38,51,62,243,26,36,81,51,49,126,153,53,19,320,1,261,149,233,296,334,49,192,28,59,109,47,41,109,53,59,64,118,165,13,334,153,103,89,246,312,61,37,242,142,22,22,18,278,88,154,122,155,163,81,142,107,108,61,67,156]
[46,300,148,39,60,85,187,35,38,55,91,42,215,180,163,183,207,279,119,55,42,58,41,156,149,38,100,172,144,108,2,138,319,118,28,165,79,57,151,28,202,205,16,71,116,170,220,90,198,95,61,171,13,83,111,51,75,128,175,147,12,97,96,241]
[3,39,8,29,13,17,11,35,14,21,8,14,16,64,6,19,31,16,103,42,29,37,56,19,3,19,15,3,3,9,36,54,19,45,27,26,66,30,85,109,37,6,13,8,6,8,37,6,5,2,21,5,7,1,72,20,5,16,63,6,11,68,17,35]
[28,5,10,37,27,65,36,5,11,61,16,29,7,23,39,43,29,25,23,9,15,11,5,19,60,18,11,20,14,12,10,34,5,6,29,26,44,29,13,2,6,54,17,11,45,37,32,23,24,3,0,15,9,10,50,12,11,27,85,52,5,30,62,4]
[21,40,4,16,9,19,33,19,17,28,8,46,15,28,10,7,8,6,29,27,3,13,13,16,38,29,6,3,7,2,40,23,2,55,65,14,3,2,23,18,2,20,2,29,22,2,9,19,42,29,37,34,4,13,33,23,21,6,24,21,21,13,20,17]
[11,5,0,7,15,13,10,17,41,55,12,42,40,1,53,20,16,10,10,32,10,36,1,25,26,19,2,20,5,20,30,10,72,4,13,14,33,4,5,5,8,36,8,42,23,7,24,36,47,7,13,20,15,10,29,53,28,15,41,42,23,14,5,15]
[22,22,24,17,8,54,40,6,29,5,26,11,32,13,27,5,8,0,14,20,22,41,17,15,4,8,28,8,25,31,35,27,27,20,23,7,5,16,12,44,34,46,21,10,31,38,32,8,13,21,38,81,20,16,30,13,14,30,1,13,41,7,6,15]
[13,4,34,21,8,13,32,34,13,5,16,24,13,8,39,5,29,3,37,20,12,22,5,36,4,9,21,21,13,8,6,29,4,35,15,47,8,22,45,17,33,3,52,17,58,27,18,23,23,16,2,28,2,5,20,46,21,1,64,27,12,14,10,17]
