[16,16,30,36,75,18,11,10,93,23,30,26,53,33,9,11,36,14,53,48,19,11,2,26,12,2,36,37,4,129,13,151,57,26,13,26,21,1,21,20,51,4,42,6,23,6,60,2,63,65,6,35,56,3,41,128,44,35,80,4,95,17,140,21]
[2946,1094,400,441,688,603,950,1018,1238,620,289,92,930,1458,224,340,435,2641,52,485,1763,1116,715,92,254,112,112,676,977,67,1557,152,1192,3008,786,374,360,78,1251,1425,956,261,1320,4,191,337,81,263,676,779,760,290,1,428,1239,913,1334,322,1524,379,1297,614,589,1066]
[336,220,494,525,19,328,95,30,511,118,91,42,15,4,468,117,425,400,78,97,302,0,286,351,11,255,263,73,473,75,326,37,300,753,1512,87,23,44,389,13,618,303,507,47,133,234,285,94,79,230,329,267,51,31,140,155,475,299,136,110,346,741,190,30]
[15,23,89,11,59,58,83,15,31,95,21,11,59,12,29,1,17,2,2,19,19,10,13,5,8,2,55,10,71,20,13,32,26,27,73,4,8,7,28,25,12,9,2,40,48,9,27,19,33,25,30,10,5,44,134,12,69,28,75,108,2,44,120,125]
[23,38,24,40,2,28,5,29,45,21,16,2,14,13,89,39,53,36,33,14,32,3,3,26,97,9,17,9,15,2,41,39,79,1,47,38,34,10,28,10,72,27,7,16,49,14,50,14,26,2,10,4,13,9,5,51,99,24,19,85,67,45,13,81]
[11,39,3,16,38,38,8,0,7,1,37,9,9,17,1,0,11,3,6,17,2,18,4,16,20,37,20,18,17,21,3,11,3,3,5,22,6,1,4,10,21,29,4,35,9,1,16,46,21,0,11,8,32,1,2,20,19,3,24,33,6,4,52,6]
[22,24,21,36,8,40,31,17,21,6,36,18,4,2,17,9,35,20,37,17,16,26,11,10,22,63,58,32,1,6,40,4,17,17,1,27,15,9,11,52,14,9,51,28,15,0,7,9,24,2,10,8,64,2,12,25,37,5,7,23,19,34,1,15]
[925,908,1478,1575,1341,79,184,594,345,718,400,708,1428,308,141,176,580,905,1371,136,1592,248,714,208,276,844,655,1466,429,271,1870,861,128,277,398,672,580,95,85,322,863,341,1031,2155,350,485,6,1568,222,92,703,658,733,288,709,672,123,113,945,283,1010,3477,1598,107]
[14,157,11,45,1100,237,142,184,2175,509,518,716,0,530,138,616,529,267,821,1150,180,520,718,224,62,171,107,1120,114,766,1265,883,226,983,206,879,1185,1818,532,1266,162,1520,1267,1075,484,779,735,202,564,294,977,575,801,100,798,382,1509,682,772,30,389,343,792,813]
[0,2,4,9,18,0,6,6,15,3,61,18,56,17,53,10,0,23,4,0,3,26,3,9,4,5,38,8,3,0,3,2,9,1,72,19,34,5,0,9,10,15,15,17,20,2,4,64,13,31,9,9,14,2,18,6,37,70,2,10,6,8,56,18]
[2,18,5,19,1,2,6,1,9,6,0,1,0,11,11,12,2,9,34,13,4,1,0,3,7,11,0,30,15,10,8,17,3,17,4,7,1,13,11,2,2,8,12,3,19,4,0,33,12,0,8,0,5,17,5,4,1,1,14,1,11,3,5,0]
[14,32,32,0,5,11,3,7,14,18,0,14,5,2,6,0,22,4,9,0,11,8,10,52,27,5,32,32,9,13,10,29,31,3,19,1,23,43,46,7,50,0,5,9,15,8,10,31,14,10,18,11,21,8,29,29,21,43,41,19,58,9,20,29]
