[955,10612,2837,1110,8775,1596,13616,6815,8277,1400,10182,2789,6512,922,700,3596,2999,6691,1192,2791,1461,2878,4100,4858,13919,6766,1867,1567,1126,6538,1487,4975,1896,7445,2406,128,11170,29171,231,6142,6296,10095,12311,14356,6398,4503,8732,8763,2802,5842,6119,256,13639,7319,6171,5292,529,10576,1682,7513,7457,6421,3212,2685]
[821,412,3112,623,531,702,2775,9568,540,1130,2824,1580,500,7734,841,5519,1098,2960,8060,782,3367,706,5782,2944,12156,2639,4166,2847,1384,1309,347,914,71,2824,7812,261,3486,6770,9988,542,2588,327,938,6097,5000,1338,152,2782,1703,1366,7497,26,1160,1059,14669,1966,6455,4268,10884,686,5695,1604,1950,1409]
[288,6843,137,9443,3156,136,10419,740,7599,5459,2260,277,1229,1691,574,7194,5456,15362,15405,2888,4403,2888,552,4007,11214,25,13476,6046,2542,6485,6163,12720,10332,7092,1033,12188,14977,2916,1139,12966,1466,7901,15352,18238,364,908,1114,1698,4825,7600,16143,2609,3435,21,6821,932,298,2831,8369,6756,192,2589,3915,12568]
[9667,3800,5334,2161,359,5897,11435,4408,331,16392,1426,3014,1859,276,189,582,571,4046,13438,5031,3074,305,7451,1069,12,5926,1174,8541,15303,4196,4075,522,1846,7236,698,657,1855,9014,763,4499,5567,2956,128,10567,6024,1127,3266,7379,11912,2508,1842,293,6697,13452,12808,2330,1323,1043,19024,1018,2642,2309,140,4497]
[1438,2707,437,16752,947,1335,655,1199,4362,1326,6510,14110,1151,1434,4424,7395,164,2373,1455,731,3633,1573,8505,2002,1730,5120,3137,23710,10000,1212,6842,841,4384,12769,1764,3109,2971,47,542,4598,3626,1746,2901,11837,16349,5564,13305,2482,13810,1055,3883,4293,1075,5048,4465,8615,1745,1203,1232,937,2487,2375,368,3728]
[5530,8638,4226,14565,4351,3996,2654,6268,1162,3234,5257,2025,2890,1053,1731,3291,8544,501,3986,1135,14070,2175,4961,9304,2393,6341,6420,1179,1717,8899,2864,2661,2258,6802,4370,4690,3112,13647,2025,7725,9793,1766,606,11304,1192,893,2623,8911,704,98,2145,4280,11257,294,6947,129,5805,7841,8989,2791,3307,14465,10605,949]
[7016,2443,3213,2816,5844,13277,3684,762,1445,17913,5209,1516,1897,25893,1480,3231,13887,2573,4066,3299,9246,5311,696,4194,535,3437,14787,996,1787,9578,2605,6153,21698,2146,1772,10450,6210,10569,1887,1369,533,5871,2149,7768,471,7666,1314,3436,7214,7391,5436,16858,5052,5339,10824,2232,545,1210,10733,4437,2034,4895,1611,186]
[1265,9916,590,6039,10965,4021,4449,1136,6844,1171,22989,5200,1162,372,1414,6269,1768,6089,12905,3955,11718,1935,346,1717,3959,1860,9354,5838,2756,757,4724,157,134,858,2271,9102,3857,3360,352,5169,285,2946,2812,871,7991,12360,4986,5018,2082,102,6015,577,4906,829,1542,1849,840,183,2103,2552,1392,3875,1158,4619]
[3245,1245,929,1952,2255,5540,7061,2473,8659,18377,6148,655,4258,6362,2323,2993,3159,3416,871,7775,14,7383,2531,14469,1549,1513,1642,13355,4070,40,2197,9036,3278,1719,14479,1991,1250,1043,4231,921,5762,493,70,3424,130,638,2367,1688,5073,6010,7493,4336,4081,189,2448,363,673,2838,2616,1075,1715,10371,1615,5418]
[101,1839,1341,260,3184,1635,408,701,15235,3037,1059,9580,9294,459,572,1047,8470,16336,2942,908,6543,24,9950,3918,2157,2733,4781,234,9258,6823,7718,3482,2587,19117,3990,60,3387,12199,1109,1570,301,3649,6450,704,1843,6371,879,5955,3432,3106,3465,1401,810,298,7959,200,4357,2936,1806,7221,1326,2788,1178,15427]
[2226,6548,1943,3732,1037,7160,3982,97,2438,12660,350,11835,26861,8222,6263,4551,21673,1147,8714,3732,4141,1346,4684,32,98,502,3860,7846,6762,5761,8002,4037,2285,1100,1405,9559,1272,4264,24871,4123,482,10267,1859,415,1520,5869,3069,7724,1057,5061,2607,7438,13322,3062,1487,13166,4151,1110,890,1956,587,32,1018,196]
[2222,8009,1855,1267,1832,2182,13796,2503,1107,2334,4278,1198,16224,596,107,413,103,5761,5450,4593,2990,3317,6840,603,385,1892,781,2133,6856,2851,3911,5332,2061,6157,2942,16468,3868,1194,14916,3664,27070,3790,14,2680,3820,6735,15523,1613,127,4191,10766,6138,1521,1468,3160,4416,3478,3966,2199,18736,2663,17184,3129,2049]
[206,2281,17288,1092,6257,864,638,1430,605,10373,1875,1469,4551,2383,9291,6793,3141,671,530,5882,817,9940,1908,2664,13,1071,609,1551,6362,22702,535,4308,2978,8263,5411,3545,13326,512,585,11596,4654,2902,5938,341,3216,5486,5960,114,4353,833,89,5527,3619,2791,6127,9620,1077,592,1543,4488,233,2796,10766,1074]
[6676,6660,3091,8839,33,247,4243,181,3176,1657,846,2401,2702,669,4613,7977,2256,555,1910,9,2853,3467,4380,3629,10177,87,670,6781,1120,9406,7444,4056,1444,3122,740,4509,1367,2946,5614,1899,6212,7430,2301,10742,296,305,7298,75,4067,136,2108,7022,3951,300,5408,7750,4022,2368,517,4720,145,4243,1679,4250]
[5293,10417,2418,17813,285,3009,2611,5463,1472,11680,4514,294,4903,1746,1985,20346,961,595,1861,7697,605,125,6309,5947,352,2429,7744,3306,234,9351,1143,3413,7320,2250,1015,4610,753,1914,1024,1803,2633,935,2837,7767,3807,2115,17546,3252,5517,2076,3471,28,4917,8957,666,1573,8287,2896,6741,7495,2524,1434,6698,7891]
[2152,1189,11391,12808,11928,2592,1084,7446,1637,6537,9018,4064,6662,7362,1973,5068,11242,140,5675,4324,3471,6036,2327,7844,1486,8573,420,1247,7925,6080,301,3222,2871,856,2939,179,6920,1051,2324,4242,3157,9088,6001,1110,4932,838,6887,3762,1951,1817,5275,1159,12775,3459,1509,2894,6355,1161,2636,1208,0,1287,6191,981]
[1010,9349,9863,2436,7972,469,1395,2642,6529,9683,2399,1510,4487,6871,4338,2075,5193,11048,1382,6355,3080,405,213,1919,363,1630,1303,10899,4572,698,3721,4518,3484,2784,1023,7863,17147,1537,1470,11911,2539,1798,1428,964,400,404,374,9142,470,8744,492,1885,8908,7815,1503,450,6353,1578,1113,5925,2723,342,7982,1595]
[12635,1379,7135,6930,7770,7404,4189,9201,4113,262,2150,10328,4841,39179,6393,7061,12268,2407,1970,1399,3590,764,6122,4689,6463,712,7287,3371,6217,692,221,570,1590,203,836,10678,14278,3680,1162,1555,7162,1118,4265,7009,1218,2295,602,746,22635,5583,16694,4382,2220,5087,6621,8103,6467,1237,3068,14839,1935,2328,3642,156]
[3145,31692,2501,5314,4805,522,3005,2192,10631,1178,12203,2586,6733,8390,8790,11157,6106,1406,12771,5928,486,1433,4400,374,1493,6768,358,226,1829,2933,3718,2012,2632,6567,14467,10971,1124,13388,4879,7219,574,16031,12393,11300,2772,4507,1606,4478,3168,2363,1348,7319,8070,7923,10882,2438,6870,9963,3859,1013,3836,1593,1184,4549]
[543,3187,1428,10615,16942,17064,364,20786,8934,489,731,154,1956,5622,3788,11158,117,7306,2410,181,4918,811,446,4242,767,6622,672,3398,636,6509,3183,2839,6615,2285,8461,987,1757,5657,4054,896,6525,8647,7376,2163,1520,103,3605,1540,2778,8212,353,6915,1345,4296,6974,6509,7989,5377,407,6473,3676,4449,6376,2480]
[4445,157,427,3188,432,75,7800,2725,5848,1247,1894,5491,4087,3464,6826,6343,3080,6959,1364,4107,2213,5198,2012,916,2179,641,64,788,2926,7802,6861,2048,3340,621,1509,15215,4479,2285,12159,90,583,8488,11608,2158,672,8738,172,13676,1844,1821,1645,1234,1956,3876,3051,6296,4569,539,5449,1315,1627,2903,2746,13301]
[827,591,14293,8705,6321,3607,5662,725,3386,970,500,6161,18958,628,7635,4988,8552,6531,12380,12628,14283,6751,2375,1817,6223,8897,2937,3392,1669,476,2223,9662,2219,929,1293,15202,1346,4039,3564,2188,12739,5818,1789,9514,657,2544,5147,624,3484,4663,17918,2553,879,1002,5970,496,18,1223,1974,5866,1442,2741,1964,7858]
