This is computation ability:
[
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[66,52,56,14,43,19,8,53,25,162,24,103,19,81,160,196,238,32,201,99,90,15,173,21,15,19,7,196,137,6,26,12,36,39,3,103,19,90,12,32,204,220,123,214,7,17,67,140,46,107,0,11,15,8,14,97,0,26,29,49,23,26,178,98,]
[149,395,188,1253,431,620,1252,218,469,165,245,290,333,207,760,94,310,528,7,339,546,76,23,35,1023,336,201,55,1547,130,502,276,943,156,33,783,27,549,48,645,426,173,193,301,85,216,784,313,90,957,327,22,81,482,188,103,425,565,1034,230,143,411,316,125,]
[5,120,13,57,140,143,41,50,199,130,152,83,17,325,56,85,160,165,3,235,76,194,17,104,100,94,120,123,265,197,389,337,41,86,101,194,259,68,2,310,415,19,58,98,45,158,180,16,83,155,312,170,311,57,276,289,167,282,33,35,173,149,23,275,]
[2,6,2,3,8,10,22,2,22,12,4,2,3,23,0,10,0,5,33,4,5,28,31,8,13,6,0,18,20,12,4,16,19,11,0,0,0,4,20,0,1,11,6,10,3,7,6,12,1,12,37,34,6,11,3,4,4,4,0,3,7,11,11,3,]
[0,3,4,4,3,0,3,11,0,1,15,38,0,5,3,3,1,14,6,2,1,14,2,7,20,16,13,20,19,18,6,15,3,2,8,7,1,0,5,8,46,4,16,16,0,4,6,6,0,5,6,11,5,7,1,0,10,0,6,31,7,18,0,19,]
[155,0,46,87,27,80,83,113,15,2,217,18,36,36,96,310,136,93,66,403,147,9,126,235,398,22,50,87,30,62,119,83,94,154,10,56,81,37,62,160,170,674,145,195,9,69,82,43,144,48,213,108,246,42,85,153,2,104,59,187,51,36,436,60,]
[36,13,143,112,95,225,18,16,107,49,36,84,207,11,38,118,154,17,43,226,127,30,197,186,28,144,236,286,398,26,39,388,22,12,385,16,4,158,72,25,160,43,325,11,232,284,15,330,107,37,63,209,51,144,102,295,38,134,234,14,9,231,102,61,]
[323,103,185,69,31,94,43,0,258,26,65,65,189,23,38,14,2,150,87,50,25,93,2,84,85,152,143,78,33,39,155,9,109,83,39,120,81,81,202,52,403,141,597,26,121,63,49,108,292,64,25,29,130,44,75,11,36,85,28,146,99,78,131,44,]
[238,19,1,38,156,139,125,46,103,69,33,194,54,21,83,22,20,135,180,42,30,29,62,27,4,18,103,141,9,8,26,10,47,18,84,45,35,1,151,66,19,134,39,2,85,43,287,361,182,17,21,22,56,5,49,40,282,222,156,2,417,12,113,135,]
[102,36,136,97,73,108,278,16,102,369,184,125,133,3,12,63,23,62,248,6,135,115,6,8,285,133,48,29,7,71,12,28,133,90,18,92,9,211,153,38,104,57,56,233,84,70,15,23,400,22,50,32,46,168,76,190,63,52,48,112,64,162,150,6,]
[284,20,46,110,32,37,1,82,38,99,212,16,138,81,8,178,81,76,209,222,194,338,7,159,31,26,56,1,140,89,44,21,75,136,149,152,146,78,64,48,105,147,83,41,4,84,34,29,57,66,6,37,4,148,181,76,19,118,60,75,79,198,14,109,]
[45,44,34,79,15,159,14,0,155,25,138,47,109,276,115,16,25,85,130,151,69,3,84,24,26,12,438,98,71,53,123,104,213,26,11,63,27,27,22,144,917,25,286,191,299,200,50,76,49,57,105,66,274,282,418,5,101,4,247,7,74,79,6,36,]
[94,29,17,153,215,2,11,28,2,92,81,4,3,58,74,184,9,88,177,14,11,19,64,84,7,41,11,5,50,5,23,181,29,32,80,84,372,4,9,0,27,83,72,186,30,15,23,50,182,154,55,118,25,136,7,1,20,37,17,36,0,142,62,273,]
[133,302,100,534,154,125,741,567,764,288,150,157,462,185,234,229,205,619,465,479,52,33,5,179,177,208,525,241,120,435,235,693,18,8,573,829,361,349,408,247,262,778,246,242,1909,5,180,290,79,260,704,154,54,63,528,155,820,581,1029,88,579,309,649,1,]
[78,98,118,354,150,35,49,64,35,2,73,185,241,103,227,53,326,51,35,214,352,20,182,40,68,82,595,1,8,305,21,38,21,76,43,14,93,294,48,44,335,334,26,6,22,15,96,148,81,157,510,139,32,146,93,101,20,0,22,20,13,0,1,0,]
[0,6,13,4,16,1,12,2,7,23,40,40,7,0,4,17,13,1,1,4,18,15,1,21,23,28,31,5,47,9,4,10,1,8,22,10,19,1,10,6,15,9,26,3,11,5,2,4,28,2,4,5,8,9,17,5,25,5,15,67,9,12,6,18,]
[12,7,13,2,5,0,19,19,4,26,8,1,10,15,14,5,10,3,3,17,15,7,4,18,35,0,19,5,8,0,15,5,2,2,27,0,1,7,48,13,12,1,15,30,25,11,16,19,1,33,5,6,22,20,1,14,8,7,1,13,6,14,1,6,]
[224,193,20,161,192,115,15,181,124,72,26,94,1,370,51,64,8,40,23,7,47,96,4,113,14,204,48,66,39,21,75,16,65,34,60,180,47,0,26,6,34,78,146,146,17,0,66,260,77,132,56,56,35,41,205,47,317,49,18,88,139,254,120,125,]
[49,17,243,2,226,190,118,123,53,211,181,24,34,108,236,485,7,12,226,43,5,107,136,0,29,47,30,78,73,31,39,22,14,3,124,5,5,49,191,76,65,189,161,29,75,56,127,132,457,223,9,76,352,61,202,10,232,292,1,87,0,151,9,54,]
[64,130,0,312,3,455,235,58,317,426,180,192,32,28,16,51,110,149,31,58,59,54,21,31,9,5,61,134,163,3,76,103,109,312,1,52,471,123,125,139,34,48,163,119,28,2,31,29,38,84,132,7,401,634,85,3,38,6,27,217,104,81,85,91,]
[77,148,32,206,303,66,73,68,114,1,53,164,52,7,121,61,140,29,28,89,37,73,187,353,230,217,26,11,55,97,105,194,331,341,241,6,62,123,62,159,93,235,12,84,198,81,87,24,70,41,88,0,122,53,207,21,149,55,45,41,6,62,27,46,]
[48,122,20,16,121,175,65,96,258,35,23,17,8,4,183,38,166,118,27,73,34,48,175,38,54,14,103,24,48,147,36,149,51,329,295,3,3,1,223,143,39,532,6,52,4,52,167,138,11,206,185,64,3,74,38,202,167,436,64,78,173,44,3,33,]
[35,161,36,83,3,183,173,0,241,107,99,269,27,33,100,4,104,60,54,85,25,29,43,0,21,40,109,86,124,24,170,107,141,30,461,62,89,336,199,2,83,95,97,169,5,123,104,23,20,8,25,22,69,175,111,99,14,114,61,127,489,72,64,89,]
[119,73,149,40,34,79,96,28,1,63,83,100,8,1,0,49,70,74,49,132,18,52,54,222,232,94,3,62,414,34,10,110,183,91,28,24,115,16,267,84,224,188,9,3,580,21,30,26,43,85,91,83,64,15,7,108,18,15,17,88,36,11,8,145,]
[28,125,2,70,190,52,48,108,27,158,91,72,69,181,200,32,15,245,38,77,131,26,29,9,77,1,100,97,148,41,108,48,12,20,33,36,291,118,45,54,18,22,97,18,91,452,14,4,65,2,63,67,8,18,153,145,20,127,91,0,270,0,111,185,]
[72,555,956,17,532,185,445,113,81,10,17,241,157,241,548,69,514,1233,333,193,172,539,177,339,851,325,489,73,218,763,705,191,117,772,331,86,500,226,606,109,108,312,14,228,56,283,44,460,639,428,671,552,104,721,816,129,1473,321,570,242,253,736,193,24,]
[288,65,146,178,90,105,7,9,166,125,133,93,152,277,75,256,139,238,134,43,201,20,156,78,15,20,7,7,14,13,59,84,70,41,29,28,43,102,155,68,90,8,152,178,0,24,55,87,328,59,120,0,15,36,144,21,55,53,72,105,18,90,50,93,]
[42,51,0,14,10,4,11,2,5,6,5,5,10,0,5,27,5,28,10,7,0,11,12,8,11,12,37,3,35,8,13,11,5,6,10,4,16,16,18,4,2,1,37,13,4,5,4,8,2,0,21,6,12,1,10,7,2,12,13,8,24,6,18,0,]
[42,0,11,12,10,0,12,1,10,2,20,9,1,4,4,13,3,19,20,9,7,0,2,0,37,2,1,0,21,0,2,6,15,4,19,4,10,0,8,14,8,6,19,1,25,33,4,17,11,9,10,2,17,0,0,0,0,2,9,8,9,2,1,38,]
[45,285,30,118,134,102,8,8,124,101,145,47,140,138,105,108,46,161,104,162,105,304,36,182,46,115,105,331,20,141,421,37,125,24,30,425,61,16,102,36,122,75,8,44,156,535,63,237,237,231,69,31,414,25,15,155,88,88,65,11,9,227,4,314,]
[0,84,169,17,74,98,55,55,190,69,44,204,12,222,225,155,108,217,25,69,122,28,52,173,154,117,19,86,47,69,143,81,36,99,78,13,137,79,522,27,40,440,57,107,106,22,172,220,184,93,343,133,136,125,166,35,69,431,115,140,75,33,42,48,]
