This is computation ability:
[
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[3153,1932,2299,996,410,968,901,1484,2819,1730,1263,496,1140,487,548,2255,733,3428,772,2832,1080,1320,3088,802,608,1148,2259,1619,1143,2199,290,307,450,1912,1714,647,691,1173,2444,198,700,1089,1210,1840,650,892,1025,1324,2149,990,438,311,209,950,574,2639,1140,807,270,1828,1394,889,862,2223,]
[1341,277,233,1640,556,1165,162,2456,329,30,137,413,777,2509,274,108,1517,1056,236,666,1914,528,360,695,836,860,127,995,897,812,1233,329,250,54,516,716,734,370,1098,617,189,341,554,256,1277,81,157,346,286,695,376,192,1155,259,43,1029,958,448,706,1702,22,303,727,223,]
[562,2195,475,1515,145,285,1154,331,572,1224,233,786,647,339,419,2016,845,1105,1579,861,957,305,600,964,2055,652,1040,1550,506,2049,950,1330,298,1412,1092,167,4284,2703,2421,648,2483,3334,712,757,2236,2860,711,524,560,748,668,369,1420,426,281,1475,1169,283,1151,342,1344,441,465,1266,]
[1712,1740,315,2104,274,1525,462,2325,185,514,1390,1630,639,45,894,86,537,2226,122,58,2501,1809,180,595,988,158,467,526,1822,367,1103,685,698,99,736,657,394,1205,131,663,358,724,449,585,739,224,658,417,839,418,2549,222,2583,1718,1315,1140,410,288,223,1379,1342,279,518,1466,]
[600,1878,511,639,1431,1775,1762,1029,1692,1021,394,238,603,262,286,1254,1443,306,765,1690,1086,1132,415,123,744,95,477,945,316,305,622,319,279,375,406,1071,1393,1471,1551,1499,1368,1610,347,787,2965,1022,326,497,287,995,541,252,1413,1375,457,616,2804,594,1427,640,1539,352,2112,166,]
[1660,386,46,86,1825,1522,341,561,750,1889,52,1055,1432,117,108,334,1334,1235,933,170,1817,1618,1226,1041,653,264,532,552,275,855,2277,239,1796,1526,1335,1052,810,784,982,1687,683,283,115,678,458,229,522,300,1068,902,316,437,1161,928,670,769,926,945,842,266,1937,852,89,460,]
[105,2272,592,361,2512,831,1232,1830,959,539,658,1086,645,605,1898,1094,1002,1027,323,1806,229,4529,862,602,423,1594,1528,665,597,1637,309,247,1503,549,241,1954,3105,323,2219,1420,670,1084,943,256,987,828,1937,1416,1697,1741,983,489,874,939,529,2789,1007,2377,550,833,1060,124,582,3746,]
[1642,706,325,1100,2943,807,192,1689,124,554,61,398,1251,1433,118,1550,563,633,955,1326,1085,509,341,77,803,42,143,671,1115,925,957,2038,948,613,2075,478,306,452,625,538,2066,506,321,674,147,862,1037,1985,845,34,396,1145,339,1780,691,564,311,806,369,1413,902,153,572,378,]
[3985,205,1276,435,912,2475,282,707,317,591,839,164,679,359,3953,378,2378,429,650,577,3953,357,1897,332,1210,740,388,497,315,996,275,500,387,836,238,566,207,609,792,3491,102,515,254,181,1259,660,647,438,2161,1167,128,926,961,480,460,1436,217,263,1216,354,1618,699,397,178,]
[1692,284,244,2528,82,730,743,651,1121,815,752,408,910,2761,679,1525,933,546,907,568,1918,975,938,1558,238,1213,3409,651,383,417,705,193,1187,380,506,443,844,1363,310,1641,1742,134,429,522,789,608,558,290,1486,1561,45,1534,1758,804,701,412,1341,209,1329,306,976,1596,222,249,]
[639,1385,143,948,1634,791,1154,411,508,1985,126,1931,622,2147,1019,249,2129,1241,185,577,1189,1878,1522,647,1700,145,623,1707,1937,558,1449,447,859,331,676,255,684,1138,2042,263,130,1753,1452,815,724,1101,234,446,2578,1233,300,652,453,3359,1899,815,1986,499,547,736,910,1311,1124,1163,]
[669,1920,687,709,810,877,355,747,1499,930,199,367,726,440,1415,1503,530,935,689,357,426,676,546,624,195,1062,967,1724,829,330,164,2534,2248,462,895,760,1172,1090,381,1063,104,147,76,473,251,1316,1084,571,234,675,1559,210,820,923,169,1309,1643,1419,843,576,673,208,959,1468,]
[161,605,226,1678,422,1092,196,1008,2065,779,422,932,1001,517,439,680,574,1848,206,209,964,1402,1467,1212,296,577,583,436,18,1261,240,255,754,525,1958,1551,638,154,1208,692,826,167,597,1313,716,682,137,588,802,301,1914,632,202,1380,1135,298,372,868,1524,349,319,590,3306,1271,]
[1156,321,498,1135,3,1470,730,721,617,388,231,2744,883,465,683,1164,295,210,422,688,918,1352,1126,508,338,1597,33,753,1382,666,666,1076,1596,416,328,1239,1598,642,1005,34,1424,293,299,872,341,857,370,1411,843,1007,651,560,82,1929,260,428,699,1670,1030,284,1341,456,672,279,]
[1164,261,1643,986,1226,531,164,936,721,423,2616,490,147,884,245,434,455,1387,1129,1006,437,134,917,380,675,600,1494,172,947,287,172,437,1075,1283,1032,2062,413,848,399,2035,1726,666,530,1306,189,303,750,1191,1549,793,512,481,2255,232,209,616,687,736,2521,638,364,98,669,519,]
[599,542,1168,856,245,768,500,1491,487,1657,1789,1376,438,1282,860,293,1490,347,1359,1037,1617,770,115,933,1921,606,114,114,1309,555,670,853,782,1253,1307,221,156,1631,624,2261,370,68,2538,131,2123,613,1621,1471,280,430,1305,634,36,2270,880,1510,468,533,1127,285,189,759,1018,1585,]
[1063,689,964,1694,263,585,1275,733,592,371,748,1282,1585,699,99,964,905,2430,1607,1022,749,2109,640,212,402,79,513,647,1162,600,867,435,1896,487,1173,924,904,4038,320,724,555,2265,440,910,179,2131,905,667,1953,426,1204,498,506,632,1778,253,1095,462,570,2080,1831,2089,3026,399,]
[530,992,769,534,918,201,919,697,1638,613,332,311,1824,1037,487,466,295,1040,1066,98,716,523,979,568,1174,533,1467,2090,560,480,1061,296,488,734,362,1138,2202,116,150,527,1397,1325,1073,1277,489,785,305,207,854,1847,1330,454,1459,397,100,742,1015,2194,257,521,908,473,561,852,]
[1310,536,259,380,497,309,289,1561,305,179,938,2324,137,669,1055,1956,260,468,1597,1852,462,232,305,1439,1086,553,675,374,1421,815,228,951,766,122,431,70,498,522,355,1662,290,568,942,2899,1918,1730,1409,2072,636,532,1897,355,819,1041,522,991,3322,1891,98,511,1046,665,501,2378,]
[593,441,561,316,243,635,473,392,470,792,1410,445,827,1585,1945,576,3021,1324,424,504,414,100,597,2118,972,435,1625,1335,20,161,808,420,218,724,979,471,995,896,1975,1036,374,782,1499,2395,1489,1137,207,268,777,671,991,1010,335,1655,885,699,359,875,2263,879,1793,862,69,1030,]
[578,1189,1454,944,673,1170,1096,537,341,1302,518,785,142,1091,325,579,361,127,332,906,555,684,833,58,2477,1416,461,405,1396,1224,519,496,360,1180,640,842,86,246,1232,1012,1471,821,605,1953,2041,210,425,177,1789,369,1576,645,127,313,1507,852,1087,1799,178,877,829,768,816,243,]
[572,835,574,1858,1518,908,1776,570,1530,1366,314,1301,222,2832,904,371,426,495,1129,795,159,665,89,1317,607,894,787,552,754,592,489,766,804,966,806,757,289,413,489,868,453,719,1189,406,246,527,369,1858,2647,417,624,462,153,728,628,1557,1184,1251,2600,5293,96,1479,231,839,]
[201,1129,516,2364,679,470,1462,1691,611,1375,125,57,530,254,2464,532,1489,945,563,665,163,200,763,1054,152,1659,1431,915,324,604,2687,964,1135,207,422,1203,537,1018,425,1064,728,128,850,393,149,1223,1127,517,1203,575,156,643,631,532,1190,653,565,379,802,419,1414,1496,318,266,]
[724,1400,1352,325,1163,246,1390,116,213,434,683,611,850,954,552,544,728,935,599,219,1002,1022,269,1812,538,811,821,888,175,133,1303,307,914,364,214,1045,1388,434,109,721,598,744,360,955,731,1809,79,682,494,173,67,506,2274,1132,489,551,2488,427,2648,572,214,571,605,1723,]
[256,455,1604,101,87,399,1168,232,296,1564,141,1353,1246,358,1565,47,2598,1513,200,714,93,670,599,96,540,703,2120,249,1180,1500,2185,294,1004,883,1048,868,327,268,301,1773,584,232,729,686,164,1554,1230,93,486,1445,758,377,1992,1208,1489,94,263,782,627,919,769,948,1329,205,]
[514,1935,1098,727,1687,1360,716,920,1263,1698,2495,2458,403,303,48,99,548,1102,674,2009,351,230,278,1390,987,619,570,174,1696,281,2309,2401,2005,808,497,566,2156,545,298,1792,143,905,347,204,432,817,1310,272,1835,764,723,242,2429,1137,2171,1309,8,600,1195,572,119,609,1311,220,]
[258,241,1157,680,462,606,994,297,280,1736,661,522,1722,2193,171,354,807,615,366,1515,723,669,449,41,351,531,2727,965,709,155,549,966,763,1300,146,1283,1978,1388,694,320,1403,1476,1885,2398,2012,1369,100,215,127,1874,429,841,1572,798,712,1008,1628,1129,963,513,877,701,1433,1381,]
