This is computation ability:
[
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,]
[0,0,1,1,9,0,4,8,1,4,0,5,2,0,2,2,8,0,1,0,0,0,2,0,2,6,1,1,10,5,2,3,3,0,3,0,5,3,0,1,1,0,3,2,2,3,1,2,0,17,1,9,9,8,3,1,0,3,1,1,3,0,4,3,]
[47,20,25,7,4,2,43,28,9,6,42,13,26,19,43,124,35,31,14,16,29,10,4,0,6,11,20,24,6,11,11,35,33,5,6,46,104,17,4,3,15,7,8,10,45,52,88,34,50,2,114,90,17,3,45,14,37,5,28,3,2,21,20,3,]
[0,45,11,4,36,14,46,133,27,19,28,59,9,6,27,0,3,25,39,4,43,21,5,26,62,7,51,11,40,2,52,8,24,18,14,11,6,25,23,7,1,8,10,15,8,17,20,0,12,1,37,40,7,51,45,4,36,57,13,2,48,4,8,4,]
[18,27,28,5,44,32,38,7,11,5,0,2,6,7,21,7,2,29,9,1,13,31,21,1,3,7,58,6,64,21,12,53,100,21,20,0,56,55,2,52,43,9,5,9,0,46,18,11,27,17,14,6,13,1,0,13,26,61,2,27,110,5,18,43,]
[10,49,3,42,15,5,40,24,29,39,14,18,4,10,15,31,3,19,19,8,14,11,8,3,27,6,65,8,3,42,77,0,9,1,43,19,19,19,9,14,8,0,1,161,17,14,15,13,27,59,84,33,98,5,2,1,11,22,7,5,68,1,13,31,]
[0,0,1,0,9,4,5,5,14,6,3,2,11,5,6,1,0,4,2,4,2,3,5,7,1,6,1,10,2,9,0,2,0,3,2,8,21,2,3,2,10,8,7,3,0,3,0,0,1,5,4,1,0,16,2,1,2,10,5,11,0,0,5,1,]
[1,9,0,3,0,4,0,2,3,26,0,12,5,0,4,4,0,0,2,7,0,1,0,6,1,3,7,1,1,5,3,0,11,3,8,0,7,1,2,0,1,3,8,1,5,3,9,2,8,2,0,3,4,4,1,0,10,0,0,3,1,13,3,7,]
[3,3,9,0,3,0,7,3,1,7,2,6,1,0,1,4,4,13,5,5,1,0,0,2,9,2,2,3,0,0,1,9,2,15,1,0,3,0,17,3,2,0,11,2,7,2,1,5,1,8,11,5,7,3,0,2,2,9,1,0,9,0,0,2,]
[21,2,1,5,1,0,1,4,6,4,1,1,4,2,2,3,1,10,1,0,1,0,3,10,0,0,4,3,1,4,0,10,0,0,0,4,7,1,0,0,7,6,15,5,1,0,0,3,2,9,1,1,11,4,3,1,1,0,0,3,3,16,9,1,]
[1,2,5,10,13,3,0,5,3,2,2,1,16,3,6,0,5,8,5,4,6,4,1,1,1,2,8,8,0,2,4,0,2,8,8,5,2,2,5,4,2,0,4,7,2,7,0,7,0,2,1,0,0,1,0,6,0,0,5,2,5,1,0,5,]
[1,0,7,3,0,1,9,2,0,2,0,3,1,8,1,3,4,2,3,0,1,0,0,0,6,1,6,5,5,10,20,1,1,9,0,1,1,3,7,2,5,7,0,10,4,1,0,8,0,0,0,1,0,17,0,17,7,7,8,0,1,16,6,5,]
[0,1,0,1,6,21,1,0,5,2,1,0,0,1,2,0,0,3,3,2,2,0,0,3,1,17,1,1,2,1,8,1,1,8,0,11,2,9,16,3,2,10,2,2,2,4,0,4,1,2,3,17,3,0,17,8,3,5,6,0,7,2,12,6,]
[4,3,2,16,16,0,5,0,6,4,0,6,2,7,9,16,6,8,5,0,6,5,6,2,0,3,3,0,12,5,7,1,3,5,0,1,3,3,1,3,4,1,5,22,0,1,10,2,0,8,9,0,1,1,7,2,1,0,1,1,5,5,6,1,]
[4,1,2,11,0,3,0,0,4,1,7,0,2,0,1,0,4,0,0,16,4,4,1,1,3,4,3,14,3,4,1,4,3,2,0,5,0,8,5,11,21,3,0,0,4,5,2,1,0,0,20,3,1,0,0,3,10,2,0,6,6,2,2,5,]
[0,1,2,0,12,0,1,1,1,2,0,0,1,1,0,1,1,15,3,2,4,0,1,0,7,2,0,0,8,0,5,0,1,4,0,2,0,3,0,2,0,1,11,8,0,1,15,2,3,2,2,2,4,5,6,1,15,3,2,2,0,0,1,3,]
[22,6,1,0,1,3,1,5,15,4,3,7,15,7,0,10,0,0,2,1,0,0,0,7,0,1,3,0,1,5,5,5,1,5,0,1,0,4,3,2,6,10,0,0,1,0,0,1,12,0,6,13,8,4,1,7,0,1,2,1,9,1,4,5,]
[6,0,2,0,3,0,0,8,2,2,22,10,2,3,0,5,4,5,7,0,4,1,3,12,1,4,0,0,0,3,4,0,0,0,1,2,1,2,2,0,6,0,1,0,5,4,1,2,23,11,1,4,1,0,11,0,5,0,0,10,15,0,1,0,]
[2,1,3,13,2,3,19,2,4,3,8,7,7,4,8,17,5,12,5,3,1,0,1,4,0,10,4,5,14,3,9,0,11,4,2,1,4,0,2,4,11,2,3,2,1,5,0,5,0,4,1,10,3,0,3,4,0,7,0,4,15,11,5,1,]
[7,0,4,0,3,11,2,7,0,3,1,2,1,1,1,8,5,5,1,2,4,4,1,5,9,10,6,2,0,5,5,7,3,0,1,2,0,4,16,3,3,1,8,0,0,0,5,4,4,0,2,1,5,5,0,1,7,2,0,3,0,0,1,8,]
[2,4,0,4,2,3,8,3,0,2,6,1,0,15,0,8,4,1,4,1,12,0,3,9,6,2,13,3,4,10,1,1,0,2,0,13,4,1,5,7,4,4,0,1,3,1,9,1,0,7,3,7,0,1,4,9,9,0,2,1,1,8,3,2,]
[17,52,3,66,3,40,6,28,16,13,5,7,3,109,23,7,11,12,9,57,18,5,24,5,47,107,38,18,48,5,16,7,28,17,41,9,2,28,33,12,7,58,7,2,6,19,25,44,3,65,41,52,3,51,19,23,122,121,33,105,10,6,2,10,]
[2,2,3,5,9,5,8,1,2,4,2,10,4,0,1,6,1,10,4,3,5,0,6,9,2,0,1,5,15,9,10,2,6,0,0,0,3,10,4,2,7,5,6,0,0,4,4,3,8,13,0,11,9,1,0,4,0,14,3,3,2,0,1,2,]
[3,0,0,2,8,1,0,7,6,3,3,6,5,2,2,0,1,2,1,1,3,3,1,0,6,1,2,0,1,0,4,15,9,4,7,0,4,1,8,0,1,0,2,4,0,5,5,1,6,6,0,0,13,1,0,0,7,7,1,2,3,3,1,0,]
[4,19,14,37,11,52,24,120,7,8,0,17,18,17,6,29,8,40,9,17,25,18,21,34,14,32,19,50,59,13,7,86,16,37,4,93,0,31,11,25,29,13,10,25,19,39,22,19,3,30,10,5,7,13,10,57,2,5,2,0,2,50,26,2,]
[42,25,53,9,16,18,69,21,4,25,5,26,3,15,6,2,4,6,77,30,34,0,11,9,19,11,32,30,45,30,17,36,2,30,3,96,41,52,5,46,21,39,14,0,3,1,6,55,15,7,58,5,26,1,10,20,11,8,12,19,2,7,22,8,]
[17,40,5,16,43,1,42,18,114,15,13,12,10,6,16,0,0,0,49,2,7,29,11,27,32,67,42,7,39,14,11,77,21,40,56,35,54,65,8,14,7,0,57,6,94,86,7,16,2,26,78,2,32,0,42,32,13,45,25,7,16,9,21,68,]
[24,18,20,22,4,4,30,11,40,25,4,35,8,0,12,66,19,9,1,12,1,32,39,35,1,13,33,5,1,4,47,18,101,0,48,18,31,23,12,34,85,49,9,1,44,24,30,14,16,35,50,21,2,23,41,3,0,0,33,27,12,0,24,12,]
[0,3,3,5,0,1,3,0,3,0,1,7,7,1,3,0,1,2,3,3,2,1,5,13,5,2,4,7,5,3,0,2,7,10,0,2,10,3,1,0,8,0,1,4,1,1,3,0,0,0,0,0,4,2,1,2,2,0,1,1,0,2,4,1,]
[0,1,11,4,0,0,3,3,4,5,15,4,0,0,8,3,3,2,1,1,2,1,2,9,3,8,1,0,2,4,0,7,6,5,3,8,1,2,10,0,4,2,3,12,0,0,3,0,0,0,2,0,2,0,3,6,0,4,2,0,0,1,7,1,]
[4,12,1,7,3,2,13,10,7,3,7,13,4,0,2,9,1,1,4,3,3,0,1,10,0,7,0,3,0,8,0,0,2,7,7,7,0,0,6,1,2,0,1,2,1,0,3,0,0,3,13,1,12,4,1,3,3,9,7,0,2,1,1,2,]
[0,7,5,1,0,7,11,12,4,1,13,1,1,7,0,2,3,4,0,6,1,1,2,5,3,0,0,5,1,8,7,9,3,1,1,0,1,0,0,1,2,3,3,4,0,0,5,7,0,2,5,4,0,1,2,0,1,2,1,6,2,7,0,2,]
